"id","name","category","subcategory","description","price","image_url","in_stock","created_at","updated_at","brand","series","material","features","specifications","dimensions","weight","color","model","sku","capacity","variants"
"1017","Round Bucket Plain 18","Household","Water Buckets","Round Bucket Plain 18 from Round Bucket",,,"true",2025-07-27T07:05:49.282Z,2025-07-27T07:05:49.282Z,"Shivaya","Round Bucket",,,,,,,,,,
"1018","Rainbow Bucket 20 (Printed/Plain)","Household","Water Buckets","Rainbow Bucket 20 (Printed/Plain) from Rainbow Bucket",,,"true",2025-07-27T07:05:49.282Z,2025-07-27T07:05:49.282Z,"Shivaya","Rainbow Bucket",,,,,,,,,,
"1019","Rainbow Bucket 22 (Printed/Plain)","Household","Water Buckets","Rainbow Bucket 22 (Printed/Plain) from Rainbow Bucket",,,"true",2025-07-27T07:05:49.282Z,2025-07-27T07:05:49.282Z,"Shivaya","Rainbow Bucket",,,,,,,,,,
"1020","Dot Bucket Printed 18","Household","Water Buckets","Dot Bucket Printed 18 from Dot Bucket",,,"true",2025-07-27T07:05:49.282Z,2025-07-27T07:05:49.282Z,"Shivaya","Dot Bucket",,,,,,,,,,
"1021","Bucket PH Eco 103","Household","Water Buckets","Bucket PH Eco 103 from Eco Bucket",,,"true",2025-07-27T07:05:49.282Z,2025-07-27T07:05:49.282Z,"Shivaya","Eco Bucket",,"Option for lid",,,,,,,,
"1022","Bucket PH Eco 1105","Household","Water Buckets","Bucket PH Eco 1105 from Eco Bucket",,,"true",2025-07-27T07:05:49.282Z,2025-07-27T07:05:49.282Z,"Shivaya","Eco Bucket",,"Option for lid",,,,,,,,
"1023","Bucket PH Eco 1107","Household","Water Buckets","Bucket PH Eco 1107 from Eco Bucket",,,"true",2025-07-27T07:05:49.282Z,2025-07-27T07:05:49.282Z,"Shivaya","Eco Bucket",,"Option for lid",,,,,,,,
"1024","Bucket PH Eco 1109","Household","Water Buckets","Bucket PH Eco 1109 from Eco Bucket",,,"true",2025-07-27T07:05:49.282Z,2025-07-27T07:05:49.282Z,"Shivaya","Eco Bucket",,"Option for lid",,,,,,,,
"1025","Bucket PH Eco 1113","Household","Water Buckets","Bucket PH Eco 1113 from Eco Bucket",,,"true",2025-07-27T07:05:49.282Z,2025-07-27T07:05:49.282Z,"Shivaya","Eco Bucket",,"Option for lid",,,,,,,,
"1026","Bucket PH Eco 125","Household","Water Buckets","Bucket PH Eco 125 from Eco Bucket",,,"true",2025-07-27T07:05:49.282Z,2025-07-27T07:05:49.282Z,"Shivaya","Eco Bucket",,"Option for lid",,,,,,,,
"1027","Bucket PH Eco 0116","Household","Water Buckets","Bucket PH Eco 0116 from Eco Bucket",,,"true",2025-07-27T07:05:49.282Z,2025-07-27T07:05:49.282Z,"Shivaya","Eco Bucket",,"Option for lid",,,,,,,,
"1028","Bucket PH Eco 1114","Household","Water Buckets","Bucket PH Eco 1114 from Eco Bucket",,,"true",2025-07-27T07:05:49.282Z,2025-07-27T07:05:49.282Z,"Shivaya","Eco Bucket",,"Option for lid",,,,,,,,
"1029","Bucket PH Eco 1118","Household","Water Buckets","Bucket PH Eco 1118 from Eco Bucket",,,"true",2025-07-27T07:05:49.282Z,2025-07-27T07:05:49.282Z,"Shivaya","Eco Bucket",,"Option for lid",,,,,,,,
"1030","Bucket PH Eco 1125","Household","Water Buckets","Bucket PH Eco 1125 from Eco Bucket",,,"true",2025-07-27T07:05:49.282Z,2025-07-27T07:05:49.282Z,"Shivaya","Eco Bucket",,"Option for lid",,,,,,,,
"1031","Bucket UB 19","Household","Water Buckets","Bucket UB 19 from Eco Bucket",,,"true",2025-07-27T07:05:49.282Z,2025-07-27T07:05:49.282Z,"Shivaya","Eco Bucket",,"Option for lid",,,,,,,,
"1032","Frosty Bucket 07","Household","Water Buckets","Frosty Bucket 07 from Frosty Bucket",,,"true",2025-07-27T07:05:49.282Z,2025-07-27T07:05:49.282Z,"Shivaya","Frosty Bucket",,,,,,,,,,
"1033","Frosty Bucket 09","Household","Water Buckets","Frosty Bucket 09 from Frosty Bucket",,,"true",2025-07-27T07:05:49.282Z,2025-07-27T07:05:49.282Z,"Shivaya","Frosty Bucket",,,,,,,,,,
"1034","Frosty Bucket 13","Household","Water Buckets","Frosty Bucket 13 from Frosty Bucket",,,"true",2025-07-27T07:05:49.282Z,2025-07-27T07:05:49.282Z,"Shivaya","Frosty Bucket",,,,,,,,,,
"1035","Frosty Bucket WL 13","Household","Water Buckets","Frosty Bucket WL 13 from Frosty Bucket",,,"true",2025-07-27T07:05:49.282Z,2025-07-27T07:05:49.282Z,"Shivaya","Frosty Bucket",,,,,,,,,,
"1036","Frosty Bucket 16","Household","Water Buckets","Frosty Bucket 16 from Frosty Bucket",,,"true",2025-07-27T07:05:49.282Z,2025-07-27T07:05:49.282Z,"Shivaya","Frosty Bucket",,,,,,,,,,
"1037","Frosty Bucket WL 16","Household","Water Buckets","Frosty Bucket WL 16 from Frosty Bucket",,,"true",2025-07-27T07:05:49.282Z,2025-07-27T07:05:49.282Z,"Shivaya","Frosty Bucket",,,,,,,,,,
"1038","Frosty Bucket 18","Household","Water Buckets","Frosty Bucket 18 from Frosty Bucket",,,"true",2025-07-27T07:05:49.282Z,2025-07-27T07:05:49.282Z,"Shivaya","Frosty Bucket",,,,,,,,,,
"1039","Frosty Bucket WL 18","Household","Water Buckets","Frosty Bucket WL 18 from Frosty Bucket",,,"true",2025-07-27T07:05:49.282Z,2025-07-27T07:05:49.282Z,"Shivaya","Frosty Bucket",,,,,,,,,,
"1040","Frosty Bucket 25","Household","Water Buckets","Frosty Bucket 25 from Frosty Bucket",,,"true",2025-07-27T07:05:49.282Z,2025-07-27T07:05:49.282Z,"Shivaya","Frosty Bucket",,,,,,,,,,
"1041","Frosty Bucket WL 25","Household","Water Buckets","Frosty Bucket WL 25 from Frosty Bucket",,,"true",2025-07-27T07:05:49.282Z,2025-07-27T07:05:49.282Z,"Shivaya","Frosty Bucket",,,,,,,,,,
"1042","Mug Polo 1000","Household","Bath Mug","Mug Polo 1000 from Mug Polo",,,"true",2025-07-27T07:05:49.282Z,2025-07-27T07:05:49.282Z,"Shivaya","Mug Polo",,,,,,,,,,
"1043","Mug Polo 2","Household","Bath Mug","Mug Polo 2 from Mug Polo",,,"true",2025-07-27T07:05:49.282Z,2025-07-27T07:05:49.282Z,"Shivaya","Mug Polo",,,,,,,,,,
"1044","Mug Square 100","Household","Bath Mug","Mug Square 100 from Mug Square",,,"true",2025-07-27T07:05:49.282Z,2025-07-27T07:05:49.282Z,"Shivaya","Mug Square",,,,,,,,,,
"1045","Mug Square 150","Household","Bath Mug","Mug Square 150 from Mug Square",,,"true",2025-07-27T07:05:49.282Z,2025-07-27T07:05:49.282Z,"Shivaya","Mug Square",,,,,,,,,,
"1046","Mug Square Printed 100","Household","Bath Mug","Mug Square Printed 100 from Mug Square",,,"true",2025-07-27T07:05:49.282Z,2025-07-27T07:05:49.282Z,"Shivaya","Mug Square",,,,,,,,,,
"1047","Mug Square Printed 150","Household","Bath Mug","Mug Square Printed 150 from Mug Square",,,"true",2025-07-27T07:05:49.282Z,2025-07-27T07:05:49.282Z,"Shivaya","Mug Square",,,,,,,,,,
"1048","Mug Stallio 1000","Household","Bath Mug","Mug Stallio 1000 from Mug Stallio",,,"true",2025-07-27T07:05:49.282Z,2025-07-27T07:05:49.282Z,"Shivaya","Mug Stallio",,,,,,,,,,
"1049","Mug Stallio 1500","Household","Bath Mug","Mug Stallio 1500 from Mug Stallio",,,"true",2025-07-27T07:05:49.282Z,2025-07-27T07:05:49.282Z,"Shivaya","Mug Stallio",,,,,,,,,,
"1050","Mug Stallio 2000","Household","Bath Mug","Mug Stallio 2000 from Mug Stallio",,,"true",2025-07-27T07:05:49.282Z,2025-07-27T07:05:49.282Z,"Shivaya","Mug Stallio",,,,,,,,,,
"1051","Mug 115 CH","Household","Bath Mug","Mug 115 CH from Bath Mug",,,"true",2025-07-27T07:05:49.282Z,2025-07-27T07:05:49.282Z,"Shivaya",,,,,,,,,,,
"1052","Mug 211 (500 ml)","Household","Bath Mug","Mug 211 (500 ml) from Bath Mug",,,"true",2025-07-27T07:05:49.282Z,2025-07-27T07:05:49.282Z,"Shivaya",,,,,,,,,,,
"1053","Mug 213","Household","Bath Mug","Mug 213 from Bath Mug",,,"true",2025-07-27T07:05:49.282Z,2025-07-27T07:05:49.282Z,"Shivaya",,,,,,,,,,,
"1054","Mug 217","Household","Bath Mug","Mug 217 from Bath Mug",,,"true",2025-07-27T07:05:49.282Z,2025-07-27T07:05:49.282Z,"Shivaya",,,,,,,,,,,
"1055","Mug 218","Household","Bath Mug","Mug 218 from Bath Mug",,,"true",2025-07-27T07:05:49.282Z,2025-07-27T07:05:49.282Z,"Shivaya",,,,,,,,,,,
"1056","Mug 219","Household","Bath Mug","Mug 219 from Bath Mug",,,"true",2025-07-27T07:05:49.282Z,2025-07-27T07:05:49.282Z,"Shivaya",,,,,,,,,,,
"1057","Mug Printed 213","Household","Bath Mug","Mug Printed 213 from Bath Mug",,,"true",2025-07-27T07:05:49.283Z,2025-07-27T07:05:49.283Z,"Shivaya",,,,,,,,,,,
"1058","Mug New Printed 213","Household","Bath Mug","Mug New Printed 213 from Bath Mug",,,"true",2025-07-27T07:05:49.283Z,2025-07-27T07:05:49.283Z,"Shivaya",,,,,,,,,,,
"1059","Mug Printed 217","Household","Bath Mug","Mug Printed 217 from Bath Mug",,,"true",2025-07-27T07:05:49.283Z,2025-07-27T07:05:49.283Z,"Shivaya",,,,,,,,,,,
"1060","Mug New Printed 217","Household","Bath Mug","Mug New Printed 217 from Bath Mug",,,"true",2025-07-27T07:05:49.283Z,2025-07-27T07:05:49.283Z,"Shivaya",,,,,,,,,,,
"1061","Printed 222","Household","Storage Containers","Printed 222 from Papad Box",,,"true",2025-07-27T07:05:49.283Z,2025-07-27T07:05:49.283Z,"Shivaya","Papad Box",,,,,,,,,,
"1062","Printed 333","Household","Storage Containers","Printed 333 from Papad Box",,,"true",2025-07-27T07:05:49.283Z,2025-07-27T07:05:49.283Z,"Shivaya","Papad Box",,,,,,,,,,
"1063","Printed 444","Household","Storage Containers","Printed 444 from Papad Box",,,"true",2025-07-27T07:05:49.283Z,2025-07-27T07:05:49.283Z,"Shivaya","Papad Box",,,,,,,,,,
"1064","Papad Box Set","Household","Storage Containers","Papad Box Set from Papad Box",,,"true",2025-07-27T07:05:49.283Z,2025-07-27T07:05:49.283Z,"Shivaya","Papad Box",,,,,,,,,,
"1065","TP 111","Household","Storage Containers","TP 111 from TP Set",,,"true",2025-07-27T07:05:49.283Z,2025-07-27T07:05:49.283Z,"Shivaya","TP Set",,,,,,,,,,
"1066","TP 222","Household","Storage Containers","TP 222 from TP Set",,,"true",2025-07-27T07:05:49.283Z,2025-07-27T07:05:49.283Z,"Shivaya","TP Set",,,,,,,,,,
"1067","TP 333","Household","Storage Containers","TP 333 from TP Set",,,"true",2025-07-27T07:05:49.283Z,2025-07-27T07:05:49.283Z,"Shivaya","TP Set",,,,,,,,,,
"1068","TP 444","Household","Storage Containers","TP 444 from TP Set",,,"true",2025-07-27T07:05:49.283Z,2025-07-27T07:05:49.283Z,"Shivaya","TP Set",,,,,,,,,,
"1069","222, 333, 444 (TP Set)","Household","Storage Containers","222, 333, 444 (TP Set) from TP Set",,,"true",2025-07-27T07:05:49.283Z,2025-07-27T07:05:49.283Z,"Shivaya","TP Set",,,,,,,,,,
"1070","222, 333, 444 (Printed Set)","Household","Storage Containers","222, 333, 444 (Printed Set) from TP Set",,,"true",2025-07-27T07:05:49.283Z,2025-07-27T07:05:49.283Z,"Shivaya","TP Set",,,,,,,,,,
"1071","Container 1 KG TP/Printed","Household","Storage Containers","Container 1 KG TP/Printed from Container TP/Printed",,,"true",2025-07-27T07:05:49.283Z,2025-07-27T07:05:49.283Z,"Shivaya","Container TP/Printed",,,,,,,,,,
"1072","Container 2 KG TP/Printed","Household","Storage Containers","Container 2 KG TP/Printed from Container TP/Printed",,,"true",2025-07-27T07:05:49.283Z,2025-07-27T07:05:49.283Z,"Shivaya","Container TP/Printed",,,,,,,,,,
"1073","Container 3 KG TP/Printed","Household","Storage Containers","Container 3 KG TP/Printed from Container TP/Printed",,,"true",2025-07-27T07:05:49.283Z,2025-07-27T07:05:49.283Z,"Shivaya","Container TP/Printed",,,,,,,,,,
"1074","Container 5 KG TP/Printed","Household","Storage Containers","Container 5 KG TP/Printed from Container TP/Printed",,,"true",2025-07-27T07:05:49.283Z,2025-07-27T07:05:49.283Z,"Shivaya","Container TP/Printed",,,,,,,,,,
"1075","Container 7 KG TP/Printed","Household","Storage Containers","Container 7 KG TP/Printed from Container TP/Printed",,,"true",2025-07-27T07:05:49.283Z,2025-07-27T07:05:49.283Z,"Shivaya","Container TP/Printed",,,,,,,,,,
"1076","Container 10 KG TP/Printed","Household","Storage Containers","Container 10 KG TP/Printed from Container TP/Printed",,,"true",2025-07-27T07:05:49.283Z,2025-07-27T07:05:49.283Z,"Shivaya","Container TP/Printed",,,,,,,,,,
"1077","Container 15 KG TP/Printed","Household","Storage Containers","Container 15 KG TP/Printed from Container TP/Printed",,,"true",2025-07-27T07:05:49.283Z,2025-07-27T07:05:49.283Z,"Shivaya","Container TP/Printed",,,,,,,,,,
"1078","Ever Fresh TP 4pc 300g","Household","Storage Containers","Ever Fresh TP 4pc 300g from Ever Fresh",,,"true",2025-07-27T07:05:49.283Z,2025-07-27T07:05:49.283Z,"Shivaya","Ever Fresh",,,,,,,,,,
"1079","Ever Fresh TP 3pc 500g","Household","Storage Containers","Ever Fresh TP 3pc 500g from Ever Fresh",,,"true",2025-07-27T07:05:49.283Z,2025-07-27T07:05:49.283Z,"Shivaya","Ever Fresh",,,,,,,,,,
"1080","Ever Fresh TP 3pc 750g","Household","Storage Containers","Ever Fresh TP 3pc 750g from Ever Fresh",,,"true",2025-07-27T07:05:49.283Z,2025-07-27T07:05:49.283Z,"Shivaya","Ever Fresh",,,,,,,,,,
"1081","Ever Fresh TP 3pc 1000g","Household","Storage Containers","Ever Fresh TP 3pc 1000g from Ever Fresh",,,"true",2025-07-27T07:05:49.283Z,2025-07-27T07:05:49.283Z,"Shivaya","Ever Fresh",,,,,,,,,,
"1082","Ever Fresh TP 3pc 1500g","Household","Storage Containers","Ever Fresh TP 3pc 1500g from Ever Fresh",,,"true",2025-07-27T07:05:49.283Z,2025-07-27T07:05:49.283Z,"Shivaya","Ever Fresh",,,,,,,,,,
"1083","Ever Fresh TP 3pc 2000g","Household","Storage Containers","Ever Fresh TP 3pc 2000g from Ever Fresh",,,"true",2025-07-27T07:05:49.283Z,2025-07-27T07:05:49.283Z,"Shivaya","Ever Fresh",,,,,,,,,,
"1084","SPL Trolly (6 pc)","Household","Fridge Bottles","SPL Trolly (6 pc) from SPL PET Bottles",,,"true",2025-07-27T07:05:49.283Z,2025-07-27T07:05:49.283Z,"Shivaya","SPL PET Bottles",,,,,,,,,,
"1085","SPL Super Delux (6 pc)","Household","Fridge Bottles","SPL Super Delux (6 pc) from SPL PET Bottles",,,"true",2025-07-27T07:05:49.283Z,2025-07-27T07:05:49.283Z,"Shivaya","SPL PET Bottles",,,,,,,,,,
"1086","SPL Flip Cap Classic (6 pc)","Household","Fridge Bottles","SPL Flip Cap Classic (6 pc) from SPL PET Bottles",,,"true",2025-07-27T07:05:49.283Z,2025-07-27T07:05:49.283Z,"Shivaya","SPL PET Bottles",,,,,,,,,,
"1087","SPL Pouch Packing (6 pc)","Household","Fridge Bottles","SPL Pouch Packing (6 pc) from SPL PET Bottles",,,"true",2025-07-27T07:05:49.283Z,2025-07-27T07:05:49.283Z,"Shivaya","SPL PET Bottles",,,,,,,,,,
"1088","SPL Trolly 29 mm 1000 (6 pc)","Household","Fridge Bottles","SPL Trolly 29 mm 1000 (6 pc) from SPL PET Bottles",,,"true",2025-07-27T07:05:49.283Z,2025-07-27T07:05:49.283Z,"Shivaya","SPL PET Bottles",,,,,,,,,,
"1089","SPL Trolly 29 mm 500 (6 pc)","Household","Fridge Bottles","SPL Trolly 29 mm 500 (6 pc) from SPL PET Bottles",,,"true",2025-07-27T07:05:49.283Z,2025-07-27T07:05:49.283Z,"Shivaya","SPL PET Bottles",,,,,,,,,,
"1090","Tokyo DLX 1000 ml","Household","Fridge Bottles","Tokyo DLX 1000 ml from DLX Series",,,"true",2025-07-27T07:05:49.283Z,2025-07-27T07:05:49.283Z,"Shivaya","DLX Series",,,,,,,,,,
"1091","Canada DLX 1000 ml","Household","Fridge Bottles","Canada DLX 1000 ml from DLX Series",,,"true",2025-07-27T07:05:49.283Z,2025-07-27T07:05:49.283Z,"Shivaya","DLX Series",,,,,,,,,,
"1092","Sydney DLX 1000 ml","Household","Fridge Bottles","Sydney DLX 1000 ml from DLX Series",,,"true",2025-07-27T07:05:49.283Z,2025-07-27T07:05:49.283Z,"Shivaya","DLX Series",,,,,,,,,,
"1093","Paris DLX 1000 ml","Household","Fridge Bottles","Paris DLX 1000 ml from DLX Series",,,"true",2025-07-27T07:05:49.283Z,2025-07-27T07:05:49.283Z,"Shivaya","DLX Series",,,,,,,,,,
"1094","London DLX 1000 ml","Household","Fridge Bottles","London DLX 1000 ml from DLX Series",,,"true",2025-07-27T07:05:49.283Z,2025-07-27T07:05:49.283Z,"Shivaya","DLX Series",,,,,,,,,,
"1095","Sydney 1000 ml","Household","Fridge Bottles","Sydney 1000 ml from Regular Series",,,"true",2025-07-27T07:05:49.283Z,2025-07-27T07:05:49.283Z,"Shivaya","Regular Series",,,,,,,,,,
"1096","Canada 1000 ml","Household","Fridge Bottles","Canada 1000 ml from Regular Series",,,"true",2025-07-27T07:05:49.283Z,2025-07-27T07:05:49.283Z,"Shivaya","Regular Series",,,,,,,,,,
"1097","Brazil 1000 ml","Household","Fridge Bottles","Brazil 1000 ml from Regular Series",,,"true",2025-07-27T07:05:49.283Z,2025-07-27T07:05:49.283Z,"Shivaya","Regular Series",,,,,,,,,,
"1098","Texas 1000 ml","Household","Fridge Bottles","Texas 1000 ml from Regular Series",,,"true",2025-07-27T07:05:49.283Z,2025-07-27T07:05:49.283Z,"Shivaya","Regular Series",,,,,,,,,,
"1099","Brazil 500 ml","Household","Fridge Bottles","Brazil 500 ml from Regular Series",,,"true",2025-07-27T07:05:49.283Z,2025-07-27T07:05:49.283Z,"Shivaya","Regular Series",,,,,,,,,,
"1100","Texas 500 ml","Household","Fridge Bottles","Texas 500 ml from Regular Series",,,"true",2025-07-27T07:05:49.283Z,2025-07-27T07:05:49.283Z,"Shivaya","Regular Series",,,,,,,,,,
"1101","London 1000 ml","Household","Fridge Bottles","London 1000 ml from Regular Series",,,"true",2025-07-27T07:05:49.283Z,2025-07-27T07:05:49.283Z,"Shivaya","Regular Series",,,,,,,,,,
"1102","Paris 1000 ml","Household","Fridge Bottles","Paris 1000 ml from Regular Series",,,"true",2025-07-27T07:05:49.283Z,2025-07-27T07:05:49.283Z,"Shivaya","Regular Series",,,,,,,,,,
"1103","Tokyo 1000 ml","Household","Fridge Bottles","Tokyo 1000 ml from Regular Series",,,"true",2025-07-27T07:05:49.283Z,2025-07-27T07:05:49.283Z,"Shivaya","Regular Series",,,,,,,,,,
"1104","Flora (P) 1000 ml","Household","Fridge Bottles","Flora (P) 1000 ml from Flora",,,"true",2025-07-27T07:05:49.283Z,2025-07-27T07:05:49.283Z,"Shivaya","Flora",,,,,,,,,,
"1105","Flora (P) 500 ml","Household","Fridge Bottles","Flora (P) 500 ml from Flora",,,"true",2025-07-27T07:05:49.283Z,2025-07-27T07:05:49.283Z,"Shivaya","Flora",,,,,,,,,,
"1106","Yamuna PP 1000 ml","Household","Fridge Bottles","Yamuna PP 1000 ml from PP Bottles",,,"true",2025-07-27T07:05:49.283Z,2025-07-27T07:05:49.283Z,"Shivaya","PP Bottles",,,,,,,,,,
"1107","Narmada PP 1000 ml","Household","Fridge Bottles","Narmada PP 1000 ml from PP Bottles",,,"true",2025-07-27T07:05:49.283Z,2025-07-27T07:05:49.283Z,"Shivaya","PP Bottles",,,,,,,,,,
"1108","Ganga I Plain Cap 500 ml","Household","Fridge Bottles","Ganga I Plain Cap 500 ml from PP Bottles",,,"true",2025-07-27T07:05:49.283Z,2025-07-27T07:05:49.283Z,"Shivaya","PP Bottles",,,,,,,,,,
"1109","Ganga Flip Cap PP 1000 ml","Household","Fridge Bottles","Ganga Flip Cap PP 1000 ml from Ganga Flip Cap",,,"true",2025-07-27T07:05:49.283Z,2025-07-27T07:05:49.283Z,"Shivaya","Ganga Flip Cap",,,,,,,,,,
"1110","Ganga Flip Cap PP 500 ml","Household","Fridge Bottles","Ganga Flip Cap PP 500 ml from Ganga Flip Cap",,,"true",2025-07-27T07:05:49.283Z,2025-07-27T07:05:49.283Z,"Shivaya","Ganga Flip Cap",,,,,,,,,,
"1111","Kavery DLX 1000 ml (3 pcs)","Household","Fridge Bottles","Kavery DLX 1000 ml (3 pcs) from Kaveri",,,"true",2025-07-27T07:05:49.283Z,2025-07-27T07:05:49.283Z,"Shivaya","Kaveri",,,,,,,,,,
"1112","Kavery (Plain Cap) 500 ml","Household","Fridge Bottles","Kavery (Plain Cap) 500 ml from Kaveri",,,"true",2025-07-27T07:05:49.283Z,2025-07-27T07:05:49.283Z,"Shivaya","Kaveri",,,,,,,,,,
"1113","Kaveri Flip Cap PP 1000 ml","Household","Fridge Bottles","Kaveri Flip Cap PP 1000 ml from Kaveri",,,"true",2025-07-27T07:05:49.284Z,2025-07-27T07:05:49.284Z,"Shivaya","Kaveri",,,,,,,,,,
"1114","Kaveri Flip Cap PP 500 ml","Household","Fridge Bottles","Kaveri Flip Cap PP 500 ml from Kaveri",,,"true",2025-07-27T07:05:49.284Z,2025-07-27T07:05:49.284Z,"Shivaya","Kaveri",,,,,,,,,,
"1115","Super Cool PP 1000 ml","Household","Fridge Bottles","Super Cool PP 1000 ml from Super Cool",,,"true",2025-07-27T07:05:49.284Z,2025-07-27T07:05:49.284Z,"Shivaya","Super Cool",,,,,,,,,,
"1116","Super Cool PP 500 ml","Household","Fridge Bottles","Super Cool PP 500 ml from Super Cool",,,"true",2025-07-27T07:05:49.284Z,2025-07-27T07:05:49.284Z,"Shivaya","Super Cool",,,,,,,,,,
"1117","Diamond 1000 ml","Household","Fridge Bottles","Diamond 1000 ml from Diamond",,,"true",2025-07-27T07:05:49.284Z,2025-07-27T07:05:49.284Z,"Shivaya","Diamond",,,,,,,,,,
"1118","Glassmate 1000 ml","Household","Fridge Bottles","Glassmate 1000 ml from Glassmate and Blossom",,,"true",2025-07-27T07:05:49.284Z,2025-07-27T07:05:49.284Z,"Shivaya","Glassmate and Blossom",,,,,,,,,,
"1119","Blossom (P) 1000 ml","Household","Fridge Bottles","Blossom (P) 1000 ml from Glassmate and Blossom",,,"true",2025-07-27T07:05:49.284Z,2025-07-27T07:05:49.284Z,"Shivaya","Glassmate and Blossom",,,,,,,,,,
"1120","Jasmin (P) 1000 ml","Household","Fridge Bottles","Jasmin (P) 1000 ml from Jasmin",,,"true",2025-07-27T07:05:49.284Z,2025-07-27T07:05:49.284Z,"Shivaya","Jasmin",,,,,,,,,,
