"id","name","category","subcategory","description","price","image_url","in_stock","created_at","updated_at","brand","series","material","features","specifications","dimensions","weight","color","model","sku"
"62","Majestic","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-207",
"63","Regal","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-208",
"64","Prestige","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-209",
"65","Herderite","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-210",
"66","Opulence","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-211",
"67","Imperial","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-212",
"68","Magnate","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-213",
"69","Magnate","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-214",
"70","Grand","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-215",
"71","Grand","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-216",
"72","Crown","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-217",
"73","Crown","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-218",
"74","Crown","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-219",
"75","Vanguard","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-220",
"76","Noble","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-221",
"77","Dynasty","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-222",
"78","Triumph","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-223",
"79","Classic","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-224",
"80","Aether","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-225",
"81","Radiant","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-226",
"82","Prime","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-227",
"83","Aspire","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-228",
"84","Grossular","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-229",
"85","Unakite","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-230",
"86","Emerald","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-231",
"87","Meridian","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-232",
"88","Solaris","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-233",
"89","Fuchsite","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-234",
"90","Citrine","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-235",
"91","Tanzanite","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-236",
"92","Opal","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-237",
"93","Topaz","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-238",
"94","Pearl","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-239",
"95","Pearl","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-240",
"96","Pearl","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-241",
"97","Jade","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-242",
"98","Jade","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-243",
"99","Quartz","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-244",
"100","Quartz","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-245",
"101","Zircon","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-246",
"102","Carnelian","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-247",
"103","Agate","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-248",
"104","Agate","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-249",
"105","Morganite","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-250",
"106","Serpentine","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-251",
"107","Sunstone","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-252",
"108","Sodalite","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-253",
"109","Tiger’s Eye","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-254",
"110","Galaxy","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-301",
"111","Galaxy","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-302",
"112","Comet","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-303",
"113","Comet","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-304",
"114","Asteroid","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-305",
"115","Pulsar","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-306",
"116","Quasar","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-307",
"117","Supernova","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-308",
"118","Black Hole","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-309",
"119","Black Hole","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-310",
"120","Nebula","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-311",
"121","Nebula","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-312",
"122","Meteor","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-313",
"123","Meteor","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-314",
"124","Venus","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-315",
"125","Venus","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-316",
"126","Venus","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-317",
"127","Saturn","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-318",
"128","Uranus","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-319",
"129","Neptune","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-320",
"130","Pluto","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-321",
"131","Mercury","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-322",
"132","Jupitor","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-323",
"133","Orion","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-324",
"134","Orion","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-325",
"135","Ursa","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-326",
"136","Ursa","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-327",
"137","Draco","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-328",
"138","Draco","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-329",
"139","Phoenix","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-330",
"140","Hydra","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-331",
"141","Centaurus","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-332",
"142","Centaurus","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-333",
"143","Lyra","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-334",
"144","Lyra","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-335",
"145","Taurus","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-336",
"146","Libra","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-337",
"147","Scorpio","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-338",
"148","Sagittarius","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-339",
"149","Sagittarius","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-340",
"150","Capricorn","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-341",
"151","Capricorn","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-342",
"152","Pisces","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-343",
"153","Pisces","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-344",
"154","Gemini","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-345",
"155","Gemini","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-346",
"156","Divine Pen 1","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-401",
"157","Divine Pen 2","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-402",
"158","Divine Pen 3","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-403",
"159","Divine Pen 4","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-404",
"160","Doctor Pen 1","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-405",
"161","Doctor Pen 2","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-406",
"162","Doctor Pen 3","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-407",
"163","Marble Pen 1","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-408",
"164","Marble Pen 2","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-409",
"165","Wooden Pen 1","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-410",
"166","Wooden Pen 2","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-411",
"167","Wooden Pen 3","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-412",
"168","Wooden Pen 4","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-413",
"169","Wooden Pen 5","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-414",
"170","Wooden Pen 6","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-415",
"171","Chromatic Range","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-416",
"172","Chromatic Range","Uncategorized","",,,,"true",2025-07-27T06:35:35.212Z,2025-07-27T06:35:35.212Z,,,,,,,,,"M-417",
"173","Chromatic Range","Uncategorized","",,,,"true",2025-07-27T06:35:35.212Z,2025-07-27T06:35:35.212Z,,,,,,,,,"M-418",
"174","Chromatic Range","Uncategorized","",,,,"true",2025-07-27T06:35:35.212Z,2025-07-27T06:35:35.212Z,,,,,,,,,"M-419",
"175","Chromatic Range","Uncategorized","",,,,"true",2025-07-27T06:35:35.212Z,2025-07-27T06:35:35.212Z,,,,,,,,,"M-420",
"176","Chromatic Range","Uncategorized","",,,,"true",2025-07-27T06:35:35.212Z,2025-07-27T06:35:35.212Z,,,,,,,,,"M-421",
